"Site_ID","Study","General_Location","Specific_Location","State","Region","Latitude","Longitude","Collaborator","Matrix","Scientific_Name","Calendar_Year","Unit","Laboratory","TechMemo_Group","Sum","Count"
"PSNR","Mussel Watch","Pamlico Sound","Neuse River","North Carolina","South Atlantic Coast",35.0896938148188,-76.529,"","Oyster","Crassostrea virginica","1999","ng/dry g","","Total PAHs",64.39,39
"SDHI","Mussel Watch","San Diego Bay","Harbor Island","California","Pacific Coast",32.724690928903,-117.194690937068,"","Mussel","Mytilus species","1994","ng/dry g","","Total PAHs",4530.28,39
"PRBM","Mussel Watch","Puerto Rico","Bahia Montalva","Puerto Rico","South Atlantic Coast",17.971,-66.9895,"","Oyster","Crassostrea rhizophorae","1993","ng/dry g","","Total PAHs",28.45,39
"BIPI","Mussel Watch","Beaufort Inlet","Pivers Island","North Carolina","South Atlantic Coast",34.7183104808911,-76.6755,"","Oyster","Crassostrea virginica","2008","ng/dry g","","Total PAHs",731.2,39
"PDPD","Mussel Watch","Point Dume","Point Dume","California","Pacific Coast",34.001,-118.808804764672,"","Mussel","Mytilus species","1995","ng/dry g","","Total PAHs",182,39
"FBFO","Mussel Watch","Florida Bay","Flamingo","Florida","South Atlantic Coast",25.1411888161443,-80.9236888161443,"","Oyster","Crassostrea virginica","1996","ng/dry g","","Total PAHs",25101.2,39
"DBFE","Mussel Watch","Delaware Bay","False Egg Island Point","New Jersey","North Atlantic Coast",39.2116912077202,-75.1916912077202,"","Oyster","Crassostrea virginica","2011","ng/dry g","","Total PAHs",384.31,39
"CBJB","Mussel Watch","Choctawhatchee Bay","Joe's Bayou","Florida","Gulf Coast",30.4108057422079,-86.4908057422079,"","Oyster","Crassostrea virginica","1997","ng/dry g","","Total PAHs",2245.4,39
"DNPT","Mussel Watch","Dana Point","Dana Point","California","Pacific Coast",33.4602827234404,-117.7095,"","Mussel","Mytilus species","2010","ng/dry g","","Total PAHs",63.3,39
"LIHR","Mussel Watch","Long Island Sound","Housatonic River","Connecticut","North Atlantic Coast",41.1673,-73.1083,"","Mussel","Mytilus edulis","1999","ng/dry g","","Total PAHs",2148.2,39
"LITN","Mussel Watch","Long Island Sound","Throgs Neck","New York","North Atlantic Coast",40.8166941125267,-73.7983058874733,"","Mussel","Mytilus edulis","1997","ng/dry g","","Total PAHs",3515.6,39
"MDSJ","Mussel Watch","Marina Del Rey","South Jetty","California","Pacific Coast",33.9618092490087,-118.458,"","Mussel","Mytilus species","2005","ng/dry g","","Total PAHs",884.2,39
"MBNB","Mussel Watch","Massachusetts Bay","Nahant Bay","Massachusetts","North Atlantic Coast",42.4198,-70.9072,"","Mussel","Mytilus edulis","1993","ng/dry g","","Total PAHs",757.51,39
"BBMB","Mussel Watch","Barataria Bay","Middle Bank","Louisiana","Gulf Coast",29.2767,-89.942,"","Oyster","Crassostrea virginica","2000","ng/dry g","","Total PAHs",353.9,39
"AIAC","Mussel Watch","Absecon Inlet","Atlantic City","New Jersey","North Atlantic Coast",39.3671939447251,-74.4111939447251,"","Mussel","Mytilus edulis","2007","ng/dry g","","Total PAHs",1976,39
"SSSS","Mussel Watch","San Simeon Point","San Simeon Point","California","Pacific Coast",35.6347,-121.1947,"","Mussel","Mytilus species","1996","ng/dry g","","Total PAHs",37.8,39
"ABBI","Mussel Watch","Ace Basin","Bass Island","South Carolina","South Atlantic Coast",32.4894,-80.5283,"","Oyster","Crassostrea virginica","2009","ng/dry g","","Total PAHs",29.4,39
"PDSC","Mussel Watch","Point Delgada","Shelter Cove","California","Pacific Coast",40.0225,-124.0733,"","Mussel","Mytilus species","1999","ng/dry g","","Total PAHs",189.29,39
"HRJB","Mussel Watch","Hudson/Raritan Estuary","Jamaica Bay","New York","North Atlantic Coast",40.5667,-73.8953,"","Mussel","Mytilus edulis","2002","ng/dry g","","Total PAHs",2632.8,39
"TBSM","Mussel Watch","Las Tunas Beach","Santa Monica Bay","California","Pacific Coast",34.039,-118.597194369024,"","Mussel","Mytilus species","1993","ng/dry g","","Total PAHs",226.06,39
"GBHR","Mussel Watch","Galveston Bay","Hanna Reef","Texas","Gulf Coast",29.4803061106858,-94.7418061106858,"","Oyster","Crassostrea virginica","1992","ng/dry g","","Total PAHs",733.22,39
"MSPC","Mussel Watch","Mississippi Sound","Pass Christian","Mississippi","Gulf Coast",30.3023056920106,-89.3271943079894,"","Oyster","Crassostrea virginica","2011","ng/dry g","","Total PAHs",101.27,39
"ARWI","Mussel Watch","Altamaha River","Wolfe Island","Georgia","South Atlantic Coast",31.3242,-81.3108,"","Oyster","Crassostrea virginica","2005","ng/dry g","","Total PAHs",165.2,39
"GBTD","Mussel Watch","Galveston Bay","Todd's Dump","Texas","Gulf Coast",29.503,-94.896,"","Oyster","Crassostrea virginica","1992","ng/dry g","","Total PAHs",1381.2,39
"SLBB","Mussel Watch","Sabine Lake","Blue Buck Point","Louisiana","Gulf Coast",29.7908058956875,-93.9063058956875,"","Oyster","Crassostrea virginica","1990","ng/dry g","","Total PAHs",1042.8000033,39
"CKBP","Mussel Watch","Cedar Key","Black Point","Florida","Gulf Coast",29.2066947257176,-83.0695,"","Oyster","Crassostrea virginica","1993","ng/dry g","","Total PAHs",25.88,39
"CBJR","Mussel Watch","Chesapeake Bay","James River","Virginia","South Atlantic Coast",37.0653057799264,-76.6321942200736,"","Oyster","Crassostrea virginica","2003","ng/dry g","","Total PAHs",267.3,39
"CLSJ","Mussel Watch","Calcasieu Lake","St. Johns Island","Louisiana","Gulf Coast",29.829,-93.384,"","Oyster","Crassostrea virginica","2004","ng/dry g","","Total PAHs",429.4,39
"SBSB","Mussel Watch","Point Santa Barbara","Point Santa Barbara","California","Pacific Coast",34.3956948618145,-119.7275,"","Mussel","Mytilus species","2012","ng/dry g","","Total PAHs",191.32,39
"NINB","Mussel Watch","Ninilchik","North Beach","Alaska","Pacific Coast",60.0514,-151.6689,"","Clam","Siliqua Patula","2008","ng/dry g","","Total PAHs",9.7,39
"PSEF","Mussel Watch","Puget Sound","Edmonds Ferry","Washington","Pacific Coast",47.8139931900058,-122.382296595003,"","Mussel","Mytilus species","2009","ng/dry g","","Total PAHs",1044.1,39
"SIWP","Mussel Watch","Sinclair Inlet","Waterman Point","Washington","Pacific Coast",47.585193944705,-122.570806049845,"","Mussel","Mytilus species","1993","ng/dry g","","Total PAHs",172.54,39
"ESSP","Mussel Watch","Espiritu Santo","South Pass Reef","Texas","Gulf Coast",28.2982,-96.622,"","Oyster","Crassostrea virginica","2007","ng/dry g","","Total PAHs",128,39
"LIPJ","Mussel Watch","Long Island Sound","Port Jefferson","New York","North Atlantic Coast",40.9573062752345,-73.0936937247655,"","Mussel","Mytilus edulis","1993","ng/dry g","","Total PAHs",310.69,39
"MSPB","Mussel Watch","Mississippi Sound","Pascagoula Bay","Mississippi","Gulf Coast",30.336,-88.5891944160766,"","Oyster","Crassostrea virginica","1993","ng/dry g","","Total PAHs",947.81,39
"LPNO","Mussel Watch","Lake Pontchartrain","New Orleans","Louisiana","Gulf Coast",30.0363,-90.0413,"","Oyster","Crassostrea virginica","2010","ng/dry g","","Total PAHs",1570.72,39
"PGLP","Mussel Watch","Pacific Grove","Lovers Point","California","Pacific Coast",36.6272,-121.9165,"","Mussel","Mytilus species","1993","ng/dry g","","Total PAHs",47.39,39
"CCBH","Mussel Watch","Corpus Christi","Boat Harbor","Texas","Gulf Coast",27.8362,-97.3802,"","Oyster","Crassostrea virginica","1994","ng/dry g","","Total PAHs",3612.173262,39
"TBMK","Mussel Watch","Tampa Bay","Mullet Key Bayou","Florida","Gulf Coast",27.6208,-82.7265,"","Oyster","Crassostrea virginica","2012","ng/dry g","","Total PAHs",225.221,39
"AIAC","Mussel Watch","Absecon Inlet","Atlantic City","New Jersey","North Atlantic Coast",39.3671939447251,-74.4111939447251,"","Mussel","Mytilus edulis","2009","ng/dry g","","Total PAHs",4046.77,39
"TBHP","Mussel Watch","Tillamook Bay","Hobsonville Point","Oregon","Pacific Coast",45.5472,-123.9075,"","Mussel","Mytilus species","2002","ng/dry g","","Total PAHs",388.8,39
"MDSJ","Mussel Watch","Marina Del Rey","South Jetty","California","Pacific Coast",33.9618092490087,-118.458,"","Mussel","Mytilus species","2007","ng/dry g","","Total PAHs",796.9,39
"LMSB","Mussel Watch","Lower Laguna Madre","South Bay","Texas","Gulf Coast",26.0431945117668,-97.176,"","Oyster","Crassostrea virginica","2007","ng/dry g","","Total PAHs",752.9,39
"MBSC","Mussel Watch","Monterey Bay","Point Santa Cruz","California","Pacific Coast",36.9542,-122.0247,"","Mussel","Mytilus species","1995","ng/dry g","","Total PAHs",97.88,39
"EUSB","Mussel Watch","Eureka","Samoa Bridge","California","Pacific Coast",40.8215,-124.1713,"","Mussel","Mytilus species","2009","ng/dry g","","Total PAHs",51.9,39
"MSPC","Mussel Watch","Mississippi Sound","Pass Christian","Mississippi","Gulf Coast",30.3023056920106,-89.3271943079894,"","Oyster","Crassostrea virginica","2010","ng/dry g","","Total PAHs",391.51,39
"LOOS","Mussel Watch","Lake Ontario","Oswego","New York","Great Lakes",43.4528083777034,-76.5508083777034,"","Mussel","Dreissena species","1997","ng/dry g","","Total PAHs",576.71,39
"LIHH","Mussel Watch","Long Island Sound","Hempstead Harbor","New York","North Atlantic Coast",40.8558,-73.6753,"","Mussel","Mytilus edulis","1992","ng/dry g","","Total PAHs",660.37,39
"YHFC","Mussel Watch","Yaquina Bay","Fogarty Creek","Oregon","Pacific Coast",44.837,-124.052,"","Mussel","Mytilus species","2006","ng/dry g","","Total PAHs",46,39
"MBGP","Mussel Watch","Matagorda Bay","Gallinipper Point","Texas","Gulf Coast",28.578806139442,-96.563,"","Oyster","Crassostrea virginica","1998","ng/dry g","","Total PAHs",146.55,39
"LMMB","Mussel Watch","Lake Michigan","Milwaukee Bay","Wisconsin","Great Lakes",43.0322,-87.8952,"","Mussel","Dreissena species","2013","ng/dry g","","Total PAHs",11078.395,39
"PSHC","Mussel Watch","Puget Sound","Hood Canal","Washington","Pacific Coast",47.831806593862,-122.688306587927,"","Mussel","Mytilus species","2002","ng/dry g","","Total PAHs",1196.639,39
"SSSS","Mussel Watch","San Simeon Point","San Simeon Point","California","Pacific Coast",35.6347,-121.1947,"","Mussel","Mytilus species","2006","ng/dry g","","Total PAHs",61.1,39
"CCNH","Mussel Watch","Cape Cod","Nauset Harbor","Massachusetts","North Atlantic Coast",41.7958050509546,-69.9461949490454,"","Mussel","Mytilus edulis","2005","ng/dry g","","Total PAHs",225.4,39
"NBWJ","Mussel Watch","Newport Beach","West Jetty","California","Pacific Coast",33.591,-117.89,"","Mussel","Mytilus species","1994","ng/dry g","","Total PAHs",2.56,39
"BHKF","Mussel Watch","Florida Keys","Bahia Honda","Florida","South Atlantic Coast",24.6612,-81.273,"","Clam","Chama sinuosa","1994","ng/dry g","","Total PAHs",90.84,39
"GBBS","Mussel Watch","Green Bay","Bayshore Park","Wisconsin","Great Lakes",44.637,-87.8081933275996,"","Mussel","Dreissena species","1996","ng/dry g","","Total PAHs",792.3,39
"MSBB","Mussel Watch","Mississippi Sound","Biloxi Bay","Mississippi","Gulf Coast",30.3925,-88.8575,"","Oyster","Crassostrea virginica","1993","ng/dry g","","Total PAHs",3460.97,39
"SBSP","Mussel Watch","Saginaw Bay","Sandpoint","Michigan","Great Lakes",43.9098,-83.4002,"","Mussel","Dreissena species","1996","ng/dry g","","Total PAHs",485,39
"BSBG","Mussel Watch","Breton Sound","Bay Gardene","Louisiana","Gulf Coast",29.598,-89.6208,"","Oyster","Crassostrea virginica","1996","ng/dry g","","Total PAHs",1256.4,39
"CBJB","Mussel Watch","Choctawhatchee Bay","Joe's Bayou","Florida","Gulf Coast",30.4108057422079,-86.4908057422079,"","Oyster","Crassostrea virginica","1994","ng/dry g","","Total PAHs",1012.57,39
"SBSR","Mussel Watch","Saginaw Bay","Saginaw River","Michigan","Great Lakes",43.6735,-83.8367,"","Mussel","Dreissena species","2002","ng/dry g","","Total PAHs",523.6,39
"RBMJ","Mussel Watch","Redondo Beach","Municipal Jetty","California","Pacific Coast",33.832,-118.392810986817,"","Mussel","Mytilus species","2008","ng/dry g","","Total PAHs",161.5,39
"PSEH","Mussel Watch","Puget Sound","Everett Harbor","Washington","Pacific Coast",47.9726928167047,-122.23030717683,"","Mussel","Mytilus species","1998","ng/dry g","","Total PAHs",13059.9,39
"LIFI","Mussel Watch","Long Island","Fire Island Inlet","New York","North Atlantic Coast",40.6251907997068,-73.2795,"","Mussel","Mytilus edulis","2007","ng/dry g","","Total PAHs",508.1,39
"ARWI","Mussel Watch","Altamaha River","Wolfe Island","Georgia","South Atlantic Coast",31.3242,-81.3108,"","Oyster","Crassostrea virginica","1995","ng/dry g","","Total PAHs",74.09,39
"NBNB","Mussel Watch","Naples Bay","Naples Bay","Florida","Gulf Coast",26.1118058559923,-81.7851941440077,"","Oyster","Crassostrea virginica","2006","ng/dry g","","Total PAHs",749.3,39
"CBPP","Mussel Watch","Choctawhatchee Bay","Postil Point","Florida","Gulf Coast",30.4823058210441,-86.4793058210441,"","Oyster","Crassostrea virginica","1992","ng/dry g","","Total PAHs",3595.29,39
"BHDB","Mussel Watch","Boston Harbor","Dorchester Bay","Massachusetts","North Atlantic Coast",42.302194638996,-71.036305361004,"","Mussel","Mytilus edulis","2009","ng/dry g","","Total PAHs",2032.9,39
"MBCB","Mussel Watch","Matagorda Bay","Carancahua Bay","Texas","Gulf Coast",28.665,-96.383,"","Oyster","Crassostrea virginica","1998","ng/dry g","","Total PAHs",2034.42,39
"SRWP","Mussel Watch","Suwannee River","West Pass","Florida","Gulf Coast",29.3291903178386,-83.1741903178386,"","Oyster","Crassostrea virginica","2005","ng/dry g","","Total PAHs",167.2,39
"CLCL","Mussel Watch","Caillou Lake","Caillou Lake","Louisiana","Gulf Coast",29.2531941131708,-90.9266941131708,"","Oyster","Crassostrea virginica","2009","ng/dry g","","Total PAHs",20.1,39
"LOCV","Mussel Watch","Lake Ontario","Cape Vincent","New York","Great Lakes",44.1442,-76.3247,"","Mussel","Dreissena species","2007","ng/dry g","","Total PAHs",7.6,39
"TBKA","Mussel Watch","Tampa Bay","Peter O. Knight Airport","Florida","Gulf Coast",27.9096943276894,-82.4538056723106,"","Oyster","Crassostrea virginica","2008","ng/dry g","","Total PAHs",749.6,39
"CBCI","Mussel Watch","Chincoteague Bay","Chincoteague Inlet","Virginia","South Atlantic Coast",37.9385,-75.3758056168203,"","Oyster","Crassostrea virginica","1995","ng/dry g","","Total PAHs",272.02,39
"LJLJ","Mussel Watch","La Jolla","Point La Jolla","California","Pacific Coast",32.8515,-117.273805133561,"","Mussel","Mytilus species","2012","ng/dry g","","Total PAHs",59.2,39
"BBWF","Mussel Watch","Buzzards Bay","West Falmouth","Massachusetts","North Atlantic Coast",41.6066856970029,-70.6528143029971,"","Mussel","Geukensia demissa","2008","ng/dry g","","Total PAHs",998.1,39
"CFBI","Mussel Watch","Cape Fear","Battery Island","North Carolina","South Atlantic Coast",33.9158050113191,-78.0035,"","Oyster","Crassostrea virginica","1995","ng/dry g","","Total PAHs",86.38,39
"OSBJ","Mussel Watch","Oceanside","Municipal Beach Jetty","California","Pacific Coast",33.2016900466315,-117.39369005559,"","Mussel","Mytilus species","1997","ng/dry g","","Total PAHs",53.1,39
"LITN","Mussel Watch","Long Island Sound","Throgs Neck","New York","North Atlantic Coast",40.8166941125267,-73.7983058874733,"","Mussel","Mytilus edulis","2011","ng/dry g","","Total PAHs",3149.4,39
"TBMK","Mussel Watch","Tampa Bay","Mullet Key Bayou","Florida","Gulf Coast",27.6208,-82.7265,"","Oyster","Crassostrea virginica","1998","ng/dry g","","Total PAHs",59.4,39
"SSBI","Mussel Watch","South Puget Sound","Budd Inlet","Washington","Pacific Coast",47.0993059820459,-122.894194023338,"","Mussel","Mytilus species","2008","ng/dry g","","Total PAHs",2215.7,39
"GBDP","Mussel Watch","Great Bay","Dover Point","New Hampshire","North Atlantic Coast",43.1207,-70.8265,"","Mussel","Mytilus edulis","2001","ng/dry g","","Total PAHs",5602.7,39
"APCP","Mussel Watch","Apalachicola Bay","Cat Point Bar","Florida","Gulf Coast",29.7242,-84.8842,"","Oyster","Crassostrea virginica","2003","ng/dry g","","Total PAHs",97.1,39
"CBFM","Mussel Watch","Charlotte Harbor","Fort Meyers","Florida","Gulf Coast",26.5583,-81.9228,"","Oyster","Crassostrea virginica","2011","ng/dry g","","Total PAHs",293.24,39
"BHDB","Mussel Watch","Boston Harbor","Dorchester Bay","Massachusetts","North Atlantic Coast",42.302194638996,-71.036305361004,"","Mussel","Mytilus edulis","1994","ng/dry g","","Total PAHs",14496.88,39
"MRCB","Mussel Watch","Matanzas River","Crescent Beach","Florida","South Atlantic Coast",29.764,-81.2618,"","Oyster","Crassostrea virginica","2009","ng/dry g","","Total PAHs",14.8,39
"OSBJ","Mussel Watch","Oceanside","Municipal Beach Jetty","California","Pacific Coast",33.2016900466315,-117.39369005559,"","Mussel","Mytilus species","2001","ng/dry g","","Total PAHs",73.4,39
"CCNH","Mussel Watch","Cape Cod","Nauset Harbor","Massachusetts","North Atlantic Coast",41.7958050509546,-69.9461949490454,"","Mussel","Mytilus edulis","2001","ng/dry g","","Total PAHs",99.9,39
"BIBI","Mussel Watch","Block Island Sound","Block Island","Rhode Island","North Atlantic Coast",41.1981941361328,-71.5921941361328,"","Mussel","Mytilus edulis","2005","ng/dry g","","Total PAHs",258.4,39
"LINH","Mussel Watch","Long Island Sound","New Haven","Connecticut","North Atlantic Coast",41.2542,-72.9393,"","Mussel","Mytilus edulis","2009","ng/dry g","","Total PAHs",1369.09,39
"CBCI","Mussel Watch","Chincoteague Bay","Chincoteague Inlet","Virginia","South Atlantic Coast",37.9385,-75.3758056168203,"","Oyster","Crassostrea virginica","2003","ng/dry g","","Total PAHs",306.8,39
"BBNI","Mussel Watch","Buzzards Bay","Naushon Island","Massachusetts","North Atlantic Coast",41.5142,-70.7397,"","Mussel","Mytilus edulis","2000","ng/dry g","","Total PAHs",87,39
"YBOP","Mussel Watch","Yaquina Bay","Oneatta Point","Oregon","Pacific Coast",44.5752,-123.989,"","Mussel","Mytilus species","1996","ng/dry g","","Total PAHs",466.2,39
"PSPA","Mussel Watch","Puget Sound","Port Angeles","Washington","Pacific Coast",48.1397,-123.4202,"","Mussel","Mytilus species","2002","ng/dry g","","Total PAHs",477.4,39
"PRMC","Mussel Watch","Potomac River","Mattox Creek","Virginia","South Atlantic Coast",38.2233,-76.9615,"","Oyster","Crassostrea virginica","1999","ng/dry g","","Total PAHs",75.22,39
"WPHO","Mussel Watch","Western Prince William Sound","Hogan Bay","Alaska","Pacific Coast",60.20197,-147.759809056604,"","Mussel","Mytilus edulis","2012","ng/dry g","","Total PAHs",8.808,39
"PBPH","Mussel Watch","Pensacola Bay","Public Harbor","Florida","Gulf Coast",30.4136933485652,-87.1913066514348,"","Oyster","Crassostrea virginica","2010","ng/dry g","","Total PAHs",841.73,39
"NMML","Mussel Watch","North Miami","Maule Lake","Florida","South Atlantic Coast",25.9376882586241,-80.1496882586241,"","Oyster","Crassostrea virginica","2009","ng/dry g","","Total PAHs",593.9,39
"CFBI","Mussel Watch","Cape Fear","Battery Island","North Carolina","South Atlantic Coast",33.9158050113191,-78.0035,"","Oyster","Crassostrea virginica","2000","ng/dry g","","Total PAHs",100.9,39
"LMPI","Mussel Watch","Lower Laguna Madre","Port Isabel","Texas","Gulf Coast",26.0748067076166,-97.1995,"","Oyster","Crassostrea virginica","2003","ng/dry g","","Total PAHs",761.6,39
"PCMP","Mussel Watch","Panama City","Municipal Pier","Florida","Gulf Coast",30.1511923429189,-85.663,"","Oyster","Crassostrea virginica","1997","ng/dry g","","Total PAHs",5867.4,39
"FIEL","Mussel Watch","Farallon Islands","East Landing","California","Pacific Coast",37.6962,-122.9998,"","Mussel","Mytilus species","2008","ng/dry g","","Total PAHs",43.3,39
"LIGB","Mussel Watch","Long Island","Gardiners Bay","New York","North Atlantic Coast",40.9982,-72.1162,"","Mussel","Mytilus edulis","2005","ng/dry g","","Total PAHs",757.5,39
"CLCL","Mussel Watch","Caillou Lake","Caillou Lake","Louisiana","Gulf Coast",29.2531941131708,-90.9266941131708,"","Oyster","Crassostrea virginica","2004","ng/dry g","","Total PAHs",195.9,39
"PGLP","Mussel Watch","Pacific Grove","Lovers Point","California","Pacific Coast",36.6272,-121.9165,"","Mussel","Mytilus species","1999","ng/dry g","","Total PAHs",223.43,39
"CBTP","Mussel Watch","Commencement Bay","Tahlequah Point","Washington","Pacific Coast",47.3311936088416,-122.504306385406,"","Mussel","Mytilus species","1997","ng/dry g","","Total PAHs",2526,39
"SLSL","Mussel Watch","San Luis Obispo Bay","Point San Luis","California","Pacific Coast",35.1607,-120.7558,"","Mussel","Mytilus species","2003","ng/dry g","","Total PAHs",304.2,39
"CBSR","Mussel Watch","Choctawhatchee Bay","Off Santa Rosa","Florida","Gulf Coast",30.412,-86.2036967885156,"","Oyster","Crassostrea virginica","1998","ng/dry g","","Total PAHs",23.2,39
"CBBO","Mussel Watch","Chesapeake Bay","Bodkin Point","Maryland","South Atlantic Coast",39.1573135670192,-76.4048135670192,"","Oyster","Crassostrea virginica","2009","ng/dry g","","Total PAHs",313.2,39
"TBLB","Mussel Watch","Terrebonne Bay","Lake Barre","Louisiana","Gulf Coast",29.2595,-90.5943059020751,"","Oyster","Crassostrea virginica","2004","ng/dry g","","Total PAHs",198.5,39
"CBTP","Mussel Watch","Commencement Bay","Tahlequah Point","Washington","Pacific Coast",47.3311936088416,-122.504306385406,"","Mussel","Mytilus species","2007","ng/dry g","","Total PAHs",3271,39
"ESBD","Mussel Watch","Espiritu Santo","Bill Days Reef","Texas","Gulf Coast",28.4118,-96.449,"","Oyster","Crassostrea virginica","2003","ng/dry g","","Total PAHs",139.5,39
"BRFS","Mussel Watch","Brazos River","Freeport Surfside","Texas","Gulf Coast",28.9212,-95.3395,"","Oyster","Crassostrea virginica","1996","ng/dry g","","Total PAHs",2603.2,39
"IBNJ","Mussel Watch","Imperial Beach","North Jetty","California","Pacific Coast",32.5876908770453,-117.1335,"","Mussel","Mytilus species","2009","ng/dry g","","Total PAHs",77.9,39
"MBCP","Mussel Watch","Mobile Bay","Cedar Point Reef","Alabama","Gulf Coast",30.3155,-88.1338,"","Oyster","Crassostrea virginica","1992","ng/dry g","","Total PAHs",360.47,39
"NYSR","Mussel Watch","New York Bight","Shark River","New Jersey","North Atlantic Coast",40.187,-74.009,"","Mussel","Mytilus edulis","1996","ng/dry g","","Total PAHs",7040.4,39
"MBVB","Mussel Watch","Mission Bay","Ventura Bridge","California","Pacific Coast",32.7675,-117.242,"","Mussel","Mytilus species","2006","ng/dry g","","Total PAHs",140.5,39
"GBBS","Mussel Watch","Green Bay","Bayshore Park","Wisconsin","Great Lakes",44.637,-87.8081933275996,"","Mussel","Dreissena species","1994","ng/dry g","","Total PAHs",599.223,39
"YBOP","Mussel Watch","Yaquina Bay","Oneatta Point","Oregon","Pacific Coast",44.5752,-123.989,"","Mussel","Mytilus species","2002","ng/dry g","","Total PAHs",286.6,39
"CBPP","Mussel Watch","Choctawhatchee Bay","Postil Point","Florida","Gulf Coast",30.4823058210441,-86.4793058210441,"","Oyster","Crassostrea virginica","2002","ng/dry g","","Total PAHs",751.1,39
"IRSR","Mussel Watch","Indian River","Sebastian River","Florida","South Atlantic Coast",27.8295,-80.4743,"","Oyster","Crassostrea virginica","2007","ng/dry g","","Total PAHs",2855.9,39
"LBGO","Mussel Watch","Lake Borgne","Gulf Outlet","Louisiana","Gulf Coast",29.9448,-89.8353,"","Oyster","Crassostrea virginica","2012","ng/dry g","","Total PAHs",165.655,39
"WPIB","Mussel Watch","Western Prince William Sound","Iktua Bay","Alaska","Pacific Coast",60.13004,-147.998295471698,"","Mussel","Mytilus edulis","2012","ng/dry g","","Total PAHs",13.175,39
"LEDK","Mussel Watch","Lake Erie","Dunkirk","New York","Great Lakes",42.5291940319575,-79.2776940319575,"","Mussel","Dreissena species","2007","ng/dry g","","Total PAHs",83.5,39
"CBCI","Mussel Watch","Chincoteague Bay","Chincoteague Inlet","Virginia","South Atlantic Coast",37.9385,-75.3758056168203,"","Oyster","Crassostrea virginica","2007","ng/dry g","","Total PAHs",148.5,39
"BBBE","Mussel Watch","Bodega Bay","Bodega Bay Entrance","California","Pacific Coast",38.305,-123.066,"","Mussel","Mytilus species","1998","ng/dry g","","Total PAHs",131.9,39
"SJCB","Mussel Watch","St. Johns River","Chicopit Bay","Florida","South Atlantic Coast",30.381,-81.44,"","Oyster","Crassostrea virginica","2005","ng/dry g","","Total PAHs",615.3,39
"SRNB","Mussel Watch","Santee River","North Bay","South Carolina","South Atlantic Coast",33.168315600235,-79.241684399765,"","Oyster","Crassostrea virginica","2008","ng/dry g","","Total PAHs",28.2,39
"SSBI","Mussel Watch","South Puget Sound","Budd Inlet","Washington","Pacific Coast",47.0993059820459,-122.894194023338,"","Mussel","Mytilus species","2006","ng/dry g","","Total PAHs",706,39
"PRPR","Mussel Watch","Point Roberts","Point Roberts","Washington","Pacific Coast",48.9903,-123.0883,"","Mussel","Mytilus species","1998","ng/dry g","","Total PAHs",1070.5,39
"LIFI","Mussel Watch","Long Island","Fire Island Inlet","New York","North Atlantic Coast",40.6251907997068,-73.2795,"","Mussel","Mytilus edulis","2001","ng/dry g","","Total PAHs",733,39
"MSPB","Mussel Watch","Mississippi Sound","Pascagoula Bay","Mississippi","Gulf Coast",30.336,-88.5891944160766,"","Oyster","Crassostrea virginica","2006","ng/dry g","","Total PAHs",578.5,39
"APDB","Mussel Watch","Apalachicola Bay","Dry Bar","Florida","Gulf Coast",29.6725,-85.0657,"","Oyster","Crassostrea virginica","1995","ng/dry g","","Total PAHs",149.25,39
"MBNR","Mussel Watch","Massachusetts Bay","North River","Massachusetts","North Atlantic Coast",42.1603060076605,-70.7425,"","Mussel","Mytilus edulis","2005","ng/dry g","","Total PAHs",1762.8,39
"SIWP","Mussel Watch","Sinclair Inlet","Waterman Point","Washington","Pacific Coast",47.585193944705,-122.570806049845,"","Mussel","Mytilus species","2010","ng/dry g","","Total PAHs",386.8,39
"APDB","Mussel Watch","Apalachicola Bay","Dry Bar","Florida","Gulf Coast",29.6725,-85.0657,"","Oyster","Crassostrea virginica","2009","ng/dry g","","Total PAHs",5.7,39
"NBDI","Mussel Watch","Narragansett Bay","Dyer Island","Rhode Island","North Atlantic Coast",41.6048048182475,-71.3051951817525,"","Mussel","Mytilus edulis","1997","ng/dry g","","Total PAHs",816.6,39
"TBHP","Mussel Watch","Tillamook Bay","Hobsonville Point","Oregon","Pacific Coast",45.5472,-123.9075,"","Mussel","Mytilus species","1992","ng/dry g","","Total PAHs",289.83,39
"CCBH","Mussel Watch","Corpus Christi","Boat Harbor","Texas","Gulf Coast",27.8362,-97.3802,"","Oyster","Crassostrea virginica","1989","ng/dry g","","Total PAHs",6454.876903,39
"SLBB","Mussel Watch","Sabine Lake","Blue Buck Point","Louisiana","Gulf Coast",29.7908058956875,-93.9063058956875,"","Oyster","Crassostrea virginica","1998","ng/dry g","","Total PAHs",435.54,39
"WIPP","Mussel Watch","Whidbey Island","Possession Point","Washington","Pacific Coast",47.9097,-122.3743,"","Mussel","Mytilus species","2001","ng/dry g","","Total PAHs",626,39
"PSCH","Mussel Watch","Pamlico Sound","Cape Hatteras","North Carolina","South Atlantic Coast",35.2028121624483,-75.7161878375517,"","Oyster","Crassostrea virginica","1998","ng/dry g","","Total PAHs",1404.3,39
"WIPP","Mussel Watch","Whidbey Island","Possession Point","Washington","Pacific Coast",47.9097,-122.3743,"","Mussel","Mytilus edulis","2011","ng/dry g","","Total PAHs",1047.06,39
